stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
node/3713233431,,Plugarilor,,45.6949471,25.5609341,Brasov,,0,,,1,,
node/3713233432,,Plugarilor,,45.695079,25.5610482,Brasov,,0,,,1,,
node/3713233434,,"Stație Epurare",,45.6804406,25.5725376,Brasov,,0,,,1,,
node/3713233435,,"Stație Epurare",,45.6807782,25.5725556,Brasov,,0,,,1,,
node/3713233436,,"Stupini Centru",,45.6979081,25.5584338,Brasov,,0,,,1,,
node/3713233437,,"Stupini Centru",,45.6979331,25.5573587,Brasov,,0,,,1,,
node/3713233438,,"Stupini Izvorului",,45.7021741,25.5556552,Brasov,,0,,,1,,
node/3713233439,,"Izvorului spre Baciului",,45.7022107,25.5561327,Brasov,,0,,,1,,
node/3713264153,,"Fundătura Hărmanului",,45.6670216,25.6370187,Brasov,,0,,,1,,
node/3713264154,,"Fundătura Hărmanului",,45.6669403,25.6365827,Brasov,,0,,,1,,
node/3713264155,,"Liceul CFR",,45.6725026,25.6455404,Brasov,,0,,,1,,
node/3713264156,,"Liceul CFR",,45.6725034,25.6453419,Brasov,,0,,,1,,
node/3713264157,,Metabras,,45.6685404,25.6398153,Brasov,,0,,,1,,
node/3713264158,,Metabras,,45.6683145,25.6391115,Brasov,,0,,,1,,
node/3713302845,,Metrom,,45.6347581,25.6241659,Brasov,,0,,,1,,
node/3713320054,,"Biserica Neagră",,45.6403895,25.585606,Brasov,,0,,,1,,
node/3713320055,,Brâncoveanu,,45.6391797,25.5828979,Brasov,,0,,,1,,
node/3713320056,,"Liceul Șaguna",,45.6383557,25.5851066,Brasov,,0,,,1,,
node/3713320057,,Bălcescu,,45.6416224,25.5924212,Brasov,,0,,,1,,
node/3713320058,,Tocile,,45.6330207,25.5766243,Brasov,,0,,,1,,
node/3713320059,,"Piața Unirii",,45.6362074,25.5807667,Brasov,,0,,,1,,
node/3713443720,,"Valea Cetății",,45.6306176,25.6017425,Brasov,,0,,,1,,
node/3713477178,,Coresi,,45.6726778,25.6122096,Brasov,,0,,,1,,
node/3713477179,,Coresi,,45.6720971,25.6115033,Brasov,,0,,,1,,
node/3713514685,,Biserica,,45.638911,25.6161519,Brasov,,0,,,1,,
node/3713514686,,Muncii,,45.6384065,25.611171,Brasov,,0,,,1,,
node/3713514691,,"Școala Generală 4",,45.6377052,25.612733,Brasov,,0,,,1,,
node/3713514692,,"Școala Generală 4",,45.6383701,25.6150295,Brasov,,0,,,1,,
node/3713539336,,"Avicola Măgurele",,45.6280619,25.5208396,Brasov,,0,,,1,,
node/3713539337,,Cărămidăriei,,45.6585789,25.5633976,Brasov,,0,,,1,,
node/3713539338,,"Facultativă (MTI)",,45.6484594,25.5310678,Brasov,,0,,,1,,
node/3713539339,,Facultativă,,45.6333603,25.5157496,Brasov,,0,,,1,,
node/3713539340,,Facultativă,,45.6340352,25.5183521,Brasov,,0,,,1,,
node/3713539341,,"Ioan Clopoțel",,45.652257,25.5430368,Brasov,,0,,,1,,
node/3713539342,,Măgurele,,45.6360104,25.5236554,Brasov,,0,,,1,,
node/3714980425,,Facultativă,,45.6332767,25.5159008,Brasov,,0,,,1,,
node/3714980427,,Facultativă,,45.6341164,25.5188786,Brasov,,0,,,1,,
node/3831052316,,"Stupini Izvorului",,45.7023854,25.5558685,Brasov,,0,,,1,,
node/4231721850,,"Gara Tohanul Vechi",,45.5760676,25.3742179,Zarnesti,,0,,,1,,
node/4440817889,,Lukoil,,45.5993363,25.4649738,Rasnov,,0,,,1,,
node/4726062976,,Zizin,,45.6396117,25.7750852,Tarlungeni,,0,,,1,,
node/5154009021,,F.S.R.,,45.5927161,25.4582157,Rasnov,,0,,,1,,
node/5157190621,,Lukoil,,45.5994115,25.4652277,Rasnov,,0,,,1,,
node/5158419324,,Transilvania,,45.5724532,25.3449808,Zarnesti,,0,,,1,,
node/5158419326,,"Monumentul Eroilor",,45.5716273,25.3534531,Zarnesti,,0,,,1,,
node/5158419327,,Romacril,,45.5874623,25.4375114,Rasnov,,0,,,1,,
node/5158435527,,"Monumentul Eroilor",,45.5716712,25.3535989,Zarnesti,,0,,,1,,
node/5158435528,,Catedrala,,45.5592948,25.3206854,Zarnesti,,0,,,1,,
node/5158435531,,"13 Decembrie",,45.5624979,25.3251613,Zarnesti,,0,,,1,,
node/5158435533,,Celulozei,,45.5664149,25.3282463,Zarnesti,,0,,,1,,
node/5158435535,,Transilvania,,45.5724127,25.3451448,Zarnesti,,0,,,1,,
node/5158435536,,"Complex Comercial",,45.5747535,25.3624931,Zarnesti,,0,,,1,,
node/5158435537,,"Gara Tohanul Vechi",,45.5761476,25.3738589,Zarnesti,,0,,,1,,
node/5158436222,,Celulozei,,45.5664135,25.3281081,Zarnesti,,0,,,1,,
node/5158436223,,BRD,,45.5700417,25.3393428,Zarnesti,,0,,,1,,
node/5158436521,,"13 Decembrie",,45.5624372,25.3250564,Zarnesti,,0,,,1,,
node/5158436621,,Catedrala,,45.5593562,25.3206297,Zarnesti,,0,,,1,,
node/5158436623,,BRD,,45.5699674,25.3395884,Zarnesti,,0,,,1,,
node/5218033007,,"Stadionul Tineretului",,45.6650476,25.5834239,Brasov,,0,,,1,,
node/5289892947,,Primărie,,45.6924132,25.4478335,Codlea,,0,,,1,,
node/5289892960,,Stadion,,45.6915309,25.4485581,Codlea,,0,,,1,,
node/5290508967,,"Centrul Istoric",,45.6991463,25.4466909,Codlea,,0,,,1,,
node/5298247922,,Electrica,,45.7024556,25.4490305,Codlea,,0,,,1,,
node/5372688332,,Ignis,,45.6497222,25.5590554,Brasov,,0,,,1,,
node/5562037662,,Avantgarden,,45.6653314,25.5563832,Brasov,,0,,,1,,
node/5562037663,,Egretei,,45.6641807,25.5653372,Brasov,,0,,,1,,
node/5648409764,,Primărie,,45.7223568,25.7744659,Prejmer,,0,,,1,,
node/6480402085,,"Eroilor (Cristian)",,45.6309747,25.4890075,Cristian,,0,,,1,,
node/7158943526,,"Colegiul Țara Bârsei",,45.7188288,25.7668512,Prejmer,,0,,,1,,
node/7159000045,,"Parc Industrial",,45.7152234,25.7375307,Prejmer,,0,,,1,,
node/7159000047,,"Parc Industrial",,45.715184,25.7371901,Prejmer,,0,,,1,,
node/8123995911,,"Primăria Bod",,45.7638815,25.63984,Bod,,0,,,1,,
node/8227802075,,"Hidro A",,45.6511534,25.6099749,Brasov,,0,,,1,,
node/8313496897,,IUS,,45.6565822,25.619044,Brasov,,0,,,1,,
node/8926599968,,"Fundăturii cap linie",,45.683155,25.5433533,Brasov,,0,,,1,,
node/8934219721,,"13 Decembrie",,45.6746955,25.6104983,Brasov,,0,,,1,,
node/8934219723,,"Ioan Popasu",,45.6750739,25.6057573,Brasov,,0,,,1,,
node/8934219725,,"Ioan Popasu",,45.6750236,25.6053916,Brasov,,0,,,1,,
node/8934219727,,"Liviu Rebreanu",,45.6793783,25.6069022,Brasov,,0,,,1,,
node/8934219728,,"Liviu Rebreanu",,45.6792996,25.6065765,Brasov,,0,,,1,,
node/8934219729,,"Nicolae Labiș",,45.6788883,25.6125178,Brasov,,0,,,1,,
node/8934219730,,"Nicolae Labiș",,45.6789528,25.6133733,Brasov,,0,,,1,,
node/8989952001,,"Cineplex Coresi",,45.6717481,25.6133862,Brasov,,0,,,1,,
node/8989955187,,"Auchan Coresi",,45.6729621,25.6183317,Brasov,,0,,,1,,
node/9164143090,,Izvorului,,45.6512534,25.7036907,Brasov,,0,,,1,,
node/9164143091,,"Izvorului 1",,45.6542708,25.7038553,Brasov,,0,,,1,,
node/9164143092,,"Izvorului 2",,45.6598081,25.7034393,Brasov,,0,,,1,,
node/9164143093,,"Izvorului 3",,45.6638874,25.7037736,Brasov,,0,,,1,,
node/9164143097,,"Izvor Cap Linie",,45.6708238,25.7042616,Brasov,,0,,,1,,
node/9164260788,,"Hărmanului 1",,45.6590842,25.7087372,Brasov,,0,,,1,,
node/9164260789,,"Hărmanului 2",,45.6547325,25.7099512,Brasov,,0,,,1,,
node/9164528578,,Facultativă,,45.6753352,25.6488485,Brasov,,0,,,1,,
node/9164528581,,"Liziera Brașov",,45.6785563,25.6542915,Brasov,,0,,,1,,
node/9164528582,,Facultativă,,45.6753169,25.6485919,Brasov,,0,,,1,,
node/9164803420,,Panselelor,,45.6274871,25.6225393,Brasov,,0,,,1,,
node/9164803421,,"Parc Industrial Metrom",,45.6307278,25.6244269,Brasov,,0,,,1,,
node/9164803422,,"Parc Industrial Metrom",,45.630856,25.6248726,Brasov,,0,,,1,,
node/9167564057,,"Facultate Construcții",,45.6632792,25.6193555,Brasov,,0,,,1,,
node/9167564059,,"Universitate Spiru Haret",,45.6644578,25.6140261,Brasov,,0,,,1,,
node/9167564061,,"Patinoarul Olimpic",,45.6642288,25.6148269,Brasov,,0,,,1,,
node/9167564063,,Turnului,,45.6649448,25.6096242,Brasov,,0,,,1,,
node/9168992171,,Izvorului,,45.6512304,25.7050778,Brasov,,0,,,1,,
node/9170035655,,Surlașului,,45.693651,25.5524634,Brasov,,0,,,1,,
node/9170142236,,Pelicanului,,45.6658937,25.5602867,Brasov,,0,,,1,,
node/9171277177,,"IAR Ghimbav",,45.6938583,25.5299278,Brasov,,0,,,1,,
node/9171304342,,"Piața Agroalimentară",,45.6900413,25.5833949,Brasov,,0,,,1,,
node/9171391885,,"Facultativă Fundăturii",,45.678718,25.5445749,Brasov,,0,,,1,,
node/9171965584,,Argintului,,45.6701319,25.5962472,Brasov,,0,,,1,,
node/9171965586,,"Ioan Socec",,45.6707036,25.5993865,Brasov,,0,,,1,,
node/9171965588,,Aluminiului,,45.6685457,25.5977292,Brasov,,0,,,1,,
node/9171965589,,Argintului,,45.6707412,25.596177,Brasov,,0,,,1,,
node/9172134414,,Dedeman,,45.6787343,25.5871022,Brasov,,0,,,1,,
node/9173869312,,"Pensiunea Stupina",,45.6863658,25.5695258,Brasov,,0,,,1,,
node/9173869313,,"Pensiunea Stupina",,45.685951,25.5696422,Brasov,,0,,,1,,
node/9173869315,,Racordnorm,,45.6886911,25.567864,Brasov,,0,,,1,,
node/9173869316,,Racordnorm,,45.6884971,25.5677709,Brasov,,0,,,1,,
node/9174164592,,Tocile,,45.6326854,25.5752983,Brasov,,0,,,1,,
node/9174164594,,Facultativă,,45.6306224,25.5724697,Brasov,,0,,,1,,
node/9174164596,,Variștei,,45.6294434,25.5689633,Brasov,,0,,,1,,
node/9174164597,,Învățătorilor,,45.6277546,25.5677609,Brasov,,0,,,1,,
node/9174164599,,Învățătorilor,,45.6278537,25.5680486,Brasov,,0,,,1,,
node/9174164604,,"Podul Crețului",,45.6261716,25.5663939,Brasov,,0,,,1,,
node/9174164606,,"Podul Crețului",,45.6256672,25.5662935,Brasov,,0,,,1,,
node/9174164607,,"La Moară",,45.6243185,25.5643413,Brasov,,0,,,1,,
node/9174164608,,"La Moară",,45.6243124,25.5645069,Brasov,,0,,,1,,
node/9174164610,,"Facultativă II",,45.6229941,25.5627504,Brasov,,0,,,1,,
node/9174164612,,Solomon,,45.6201966,25.5586201,Brasov,,0,,,1,,
node/9174164614,,Junilor,,45.6297481,25.5711627,Brasov,,0,,,1,,
node/9174500852,,"Șirul Beethoven",,45.63927,25.5853951,Brasov,,0,,,1,,
node/9179480454,,"Stupinii Noi",,45.7227357,25.5710654,Brasov,,0,,,1,,
node/9182766553,,"Cos 2000",,45.6362907,25.4985978,Cristian,,0,,,1,,
node/9182766555,,Oituz,,45.6327823,25.4917355,Cristian,,0,,,1,,
node/9182766557,,"Unitate Militară",,45.617161,25.476077,Cristian,,0,,,1,,
node/9182766559,,"Școala (Cristian)",,45.6297114,25.4864477,Cristian,,0,,,1,,
node/9182766561,,"Centru (Cristian)",,45.6255163,25.4824698,Cristian,,0,,,1,,
node/9182766562,,"Parcul Eroilor",,45.6250638,25.4797484,Cristian,,0,,,1,,
node/9182766564,,Laterală,,45.6255604,25.4753406,Cristian,,0,,,1,,
node/9182766566,,"Cântar Vulcanului",,45.6256426,25.4726533,Cristian,,0,,,1,,
node/9182766568,,"Bisericuța de Lemn",,45.6206389,25.4682633,Cristian,,0,,,1,,
node/9182766576,,Tineretului,,45.6171454,25.4709825,Cristian,,0,,,1,,
node/9182766577,,"Stadionul Municipal",,45.659747,25.5700998,Brasov,,0,relation/13321836,,1,,5
node/9183241796,,F.S.R.,,45.5900272,25.4557242,Rasnov,,0,,,1,,
node/9183241798,,"Cap Linie Râșnov",,45.5774602,25.4572789,Rasnov,,0,,,1,,
node/9183241799,,Caragiale,,45.580701,25.4602354,Rasnov,,0,,,1,,
node/9183241800,,Caragiale,,45.5799755,25.4600298,Rasnov,,0,,,1,,
node/9183241802,,Biserica,,45.583574,25.4613975,Rasnov,,0,,,1,,
node/9183241803,,Biserica,,45.5836384,25.4612942,Rasnov,,0,,,1,,
node/9183241804,,"Primăria Veche",,45.588178,25.4629135,Brasov,,0,,,1,,
node/9183241806,,"Mihai Viteazul",,45.5901676,25.4635793,Brasov,,0,,,1,,
node/9183241807,,"Mihai Viteazul",,45.5904875,25.4629909,Brasov,,0,,,1,,
node/9183241810,,Florilor,,45.5924522,25.4621381,Rasnov,,0,,,1,,
node/9183241811,,"Liceul Tehnologic",,45.5934989,25.4597989,Rasnov,,0,,,1,,
node/9183241812,,"Liceul Tehnologic",,45.5930813,25.4612218,Rasnov,,0,,,1,,
node/9183241815,,"Blocurile MAN",,45.6081797,25.4693153,Rasnov,,0,,,1,,
node/9183241816,,"Blocurile MAN",,45.608181,25.4690742,Rasnov,,0,,,1,,
node/9183244618,,"Centru (Cristian)",,45.6243825,25.481355,Cristian,,0,,,1,,
node/9183244622,,"Unitate Militară",,45.616422,25.4756809,Cristian,,0,,,1,,
node/9183297494,,"Șoseaua Branului",,45.5863916,25.4524857,Rasnov,,0,,,1,,
node/9183297495,,"Șoseaua Branului",,45.5858108,25.4522483,Rasnov,,0,,,1,,
node/9183297498,,"Alexandru Sahia",,45.5893297,25.4526918,Rasnov,,0,,,1,,
node/9183297499,,"Halta Romacril",,45.588829,25.4403942,Rasnov,,0,,,1,,
node/9183297500,,"Halta Romacril",,45.5890563,25.4411858,Rasnov,,0,,,1,,
node/9183614613,,"Livada Poștei",,45.6456713,25.5889636,Brasov,,0,relation/13318069,,1,,5
node/9186691960,,Oituz,,45.6327306,25.4918664,Cristian,,0,,,1,,
node/9187100847,,"Livada Poștei",,45.6456099,25.588126,Brasov,,0,relation/13318069,,1,,7
node/9187345290,,Roman,,45.6328623,25.6324584,Brasov,,0,relation/13319288,,1,,3
node/9187345296,,Roman,,45.6330326,25.6327976,Brasov,,0,relation/13319288,,1,,7
node/9188081130,,Triaj,,45.6758035,25.647935,Brasov,,0,relation/13317881,,1,,7
node/9192952980,,Metro,,45.6629961,25.5184984,Ghimbav,,0,,,1,,
node/9192952982,,Tess,,45.6629608,25.5130059,Ghimbav,,0,,,1,,
node/9192952984,,Diamant,,45.6648429,25.5129131,Ghimbav,,0,,,1,,
node/9192952985,,Făgărașului,,45.6675274,25.5077557,Ghimbav,,0,,,1,,
node/9192952986,,Făgărașului,,45.6670888,25.5085185,Ghimbav,,0,,,1,,
node/9192952989,,"Troița Unirii",,45.669049,25.5036066,Ghimbav,,0,,,1,,
node/9192952991,,Morii,,45.6631908,25.5068057,Ghimbav,,0,,,1,,
node/9192952993,,"Troița Morii",,45.6610065,25.5017265,Ghimbav,,0,,,1,,
node/9192952995,,"Piateța Ștefan Cel Mare",,45.6575342,25.5018215,Ghimbav,,0,,,1,,
node/9192952997,,"Ghimbav Cap Linie",,45.6547884,25.5035992,Ghimbav,,0,,,1,,
node/9192952999,,Crizantemei,,45.6584237,25.5085085,Ghimbav,,0,,,1,,
node/9192953001,,Gențianei,,45.6613281,25.5129332,Ghimbav,,0,,,1,,
node/9193088750,,Colorom,,45.688783,25.4530839,Codlea,,0,,,1,,
node/9193088751,,Colorom,,45.6885695,25.4530234,Codlea,,0,,,1,,
node/9193088755,,Muzeu,,45.6995661,25.4468955,Codlea,,0,,,1,,
node/9193088759,,Electrica,,45.7022954,25.4486959,Codlea,,0,,,1,,
node/9193088760,,"Codlea Nord",,45.7069347,25.4527936,Codlea,,0,,,1,,
node/9197399840,,"Pod Bârsa",,45.7507493,25.5807059,Halchiu,,0,,,1,,
node/9197399841,,"Pod Bârsa",,45.7503926,25.5810386,Halchiu,,0,,,1,,
node/9197399844,,Avicola,,45.7586926,25.5584055,Halchiu,,0,,,1,,
node/9197399845,,Avicola,,45.7584802,25.558942,Halchiu,,0,,,1,,
node/9197399848,,Hălchiu,,45.7609876,25.5426864,Halchiu,,0,,,1,,
node/9197399850,,Hălchiu,,45.760834,25.5430245,Halchiu,,0,,,1,,
node/9197399852,,"Satu Nou centru",,45.7732136,25.5130248,Halchiu,,0,,,1,,
node/9197399855,,"Satu Nou centru",,45.7731093,25.5128082,Halchiu,,0,,,1,,
node/9197399856,,"Satu Nou cap linie",,45.7759832,25.5104671,Halchiu,,0,,,1,,
node/9197486560,,Agromec,,45.809515,25.5928988,Feldioara,,0,,,1,,
node/9197486562,,Agromec,,45.808279,25.5934938,Feldioara,,0,,,1,,
node/9197486565,,Cetate,,45.8200617,25.6008853,Feldioara,,0,,,1,,
node/9197486567,,Centru,,45.8189311,25.5934582,Feldioara,,0,,,1,,
node/9197486569,,Reconstrucția,,45.8255699,25.5705924,Feldioara,,0,,,1,,
node/9197486571,,Reconstrucția,,45.8258851,25.5704464,Feldioara,,0,,,1,,
node/9197486573,,Rotbav,,45.837438,25.5573557,Feldioara,,0,,,1,,
node/9197991344,,"Aleea Păcii",,45.6911501,25.6203725,Sanpetru,,0,,,1,,
node/9197991345,,"Aleea Păcii",,45.6935479,25.6177215,Sanpetru,,0,,,1,,
node/9198172118,,"Subcetate 2",,45.6964197,25.6149479,Sanpetru,,0,,,1,,
node/9198172120,,"Subcetate 2",,45.6965098,25.6147071,Sanpetru,,0,,,1,,
node/9198172121,,Subcetate,,45.7004602,25.6106624,Sanpetru,,0,,,1,,
node/9198279353,,"Sfântul Andrei",,45.6940529,25.6236098,Sanpetru,,0,,,1,,
node/9198279354,,"Sfântul Andrei",,45.6933162,25.6229213,Sanpetru,,0,,,1,,
node/9198279357,,Triajului,,45.6975234,25.6260366,Sanpetru,,0,,,1,,
node/9198279358,,Triajului,,45.6972254,25.6256754,Sanpetru,,0,,,1,,
node/9198279361,,"Calea Hărmanului",,45.7014585,25.6302863,Sanpetru,,0,,,1,,
node/9198279363,,"Calea Hărmanului",,45.7013418,25.6296614,Sanpetru,,0,,,1,,
node/9198279370,,Galaxiei,,45.7025881,25.6339233,Sanpetru,,0,,,1,,
node/9199390727,,Cartier,,45.703278,25.6305702,Sanpetru,,0,,,1,,
node/9199390729,,Cartier,,45.7039978,25.630861,Sanpetru,,0,,,1,,
node/9199390731,,"Biserica Ortodoxă",,45.7085692,25.6337997,Sanpetru,,0,,,1,,
node/9199390733,,"Biserica Ortodoxă",,45.7079939,25.6334607,Sanpetru,,0,,,1,,
node/9199390735,,"Centru Sânpetru",,45.7120033,25.6337984,Sanpetru,,0,,,1,,
node/9199390737,,"Centru Sânpetru",,45.7116755,25.6339227,Sanpetru,,0,,,1,,
node/9199390738,,Rahovei,,45.7161094,25.6296011,Sanpetru,,0,,,1,,
node/9199390740,,Rahovei,,45.7152714,25.6302185,Sanpetru,,0,,,1,,
node/9199390742,,"Morii Sânpetru",,45.7170226,25.6271169,Sanpetru,,0,,,1,,
node/9200790448,,Pășunii,,45.7200956,25.6276956,Sanpetru,,0,,,1,,
node/9200790449,,Pășunii,,45.7196731,25.6275014,Sanpetru,,0,,,1,,
node/9200790452,,"Spital Maria",,45.7285624,25.6281605,Sanpetru,,0,,,1,,
node/9200790454,,"Spital Maria",,45.7288028,25.6280362,Sanpetru,,0,,,1,,
node/9200790455,,Voievozi,,45.7351526,25.6297562,Bod,,0,,,1,,
node/9200790456,,Voievozi,,45.7358824,25.6298968,Bod,,0,,,1,,
node/9200790459,,"Matei Basarab",,45.744836,25.6336051,Bod,,0,,,1,,
node/9200790460,,"Matei Basarab",,45.7444626,25.6335894,Bod,,0,,,1,,
node/9200790463,,Brașovului,,45.7575372,25.6390582,Bod,,0,,,1,,
node/9200790464,,Brașovului,,45.7572171,25.6387358,Bod,,0,,,1,,
node/9200790467,,"Avram Iancu",,45.7644246,25.6324849,Bod,,0,,,1,,
node/9200790468,,"Avram Iancu",,45.7644129,25.6331251,Bod,,0,,,1,,
node/9200790470,,"Gării Bod",,45.7636897,25.6273414,Bod,,0,,,1,,
node/9200790471,,"Gării Bod",,45.7636933,25.6281568,Bod,,0,,,1,,
node/9200790474,,Lalelelor,,45.7598404,25.6119345,Bod,,0,,,1,,
node/9200790475,,Lalelelor,,45.7600784,25.6130266,Bod,,0,,,1,,
node/9200790478,,"Stația Radio",,45.7581704,25.6064934,Bod,,0,,,1,,
node/9200790479,,"Stația Radio",,45.7582434,25.6070375,Bod,,0,,,1,,
node/9212097836,,"Strada Daliei",,45.7020602,25.6897829,Harman,,0,,,1,,
node/9212097837,,"Strada Daliei",,45.7019619,25.6896836,Harman,,0,,,1,,
node/9212097842,,"Troița Avram Iancu",,45.7133964,25.6764897,Harman,,0,,,1,,
node/9212174573,,"Troița Mihai Viteazul",,45.7154756,25.6948434,Harman,,0,,,1,,
node/9212174575,,"Troița Mihai Viteazul",,45.7153345,25.6937964,Harman,,0,,,1,,
node/9212174577,,"Dor Mărunt",,45.7188397,25.6945589,Harman,,0,,,1,,
node/9212174579,,"Dor Mărunt",,45.7184783,25.6942534,Harman,,0,,,1,,
node/9212174581,,Oltului,,45.7554082,25.7156239,PoduOltului,,0,,,1,,
node/9212174583,,Oltului,,45.7552663,25.7150014,PoduOltului,,0,,,1,,
node/9212174585,,"Centru Podu Oltului",,45.7609764,25.722614,PoduOltului,,0,,,1,,
node/9212174587,,"Centru Podu Oltului",,45.7601507,25.7216609,PoduOltului,,0,,,1,,
node/9212174589,,"La Troița",,45.7643487,25.7274168,PoduOltului,,0,,,1,,
node/9212174591,,"La Troița",,45.7642794,25.7268921,PoduOltului,,0,,,1,,
node/9212174593,,"Cap Linie Podu Oltului",,45.7667304,25.7339557,PoduOltului,,0,,,1,,
node/9214351418,,"Inginer Ioan Toma",,45.7170168,25.7574396,Prejmer,,0,,,1,,
node/9214351420,,"Inginer Ioan Toma",,45.7168199,25.757177,Prejmer,,0,,,1,,
node/9214351422,,"Colegiul Țara Bârsei",,45.7186718,25.766708,Prejmer,,0,,,1,,
node/9214351424,,"Monumentul Eroilor 2",,45.7198713,25.7727887,Prejmer,,0,,,1,,
node/9214351426,,"Biserica Fortificată",,45.7204549,25.7729387,Prejmer,,0,,,1,,
node/9214351428,,"Biserica Sfinții Trei Ierarhi",,45.7228515,25.7750119,Prejmer,,0,,,1,,
node/9214351431,,"Grindul Morii Mare",,45.7279524,25.7785305,Prejmer,,0,,,1,,
node/9214351433,,"Grindul Morii Mare",,45.7277247,25.7781965,Prejmer,,0,,,1,,
node/9214351435,,"Izvorul Cucu",,45.7362674,25.7796182,Prejmer,,0,,,1,,
node/9214351438,,"Gara Mare",,45.7383739,25.7796168,Prejmer,,0,,,1,,
node/9214351440,,"Gara Mare",,45.7382673,25.7794809,Prejmer,,0,,,1,,
node/9214351441,,"Pista Carting",,45.7418519,25.7808551,Prejmer,,0,,,1,,
node/9214351442,,"Pista Carting",,45.7419972,25.7807803,Prejmer,,0,,,1,,
node/9214351444,,Târg,,45.7455894,25.7798482,Prejmer,,0,,,1,,
node/9214351445,,Târg,,45.7454194,25.7798055,Prejmer,,0,,,1,,
node/9214351447,,Grădiniță,,45.7493541,25.7762779,Prejmer,,0,,,1,,
node/9214351449,,Grădiniță,,45.7492911,25.7759546,Prejmer,,0,,,1,,
node/9214351450,,"Școala Gimnazială Lunca Câlnicului",,45.7504381,25.7720832,Prejmer,,0,,,1,,
node/9214351451,,"Școala Gimnazială Lunca Câlnicului",,45.7503996,25.7717462,Prejmer,,0,,,1,,
node/9214351453,,"Pictor A. Boanc",,45.7549565,25.7767334,Prejmer,,0,,,1,,
node/9214351454,,"Pictor A. Boanc",,45.7552394,25.7768227,Prejmer,,0,,,1,,
node/9214351456,,"Lunca Câlnicului (Vizaviu)",,45.7594411,25.7834448,Prejmer,,0,,,1,,
node/9214435715,,Monument,,45.7193345,25.7726572,Prejmer,,0,,,1,,
node/9214435716,,Monument,,45.7194516,25.7724535,Prejmer,,0,,,1,,
node/9214436118,,"Mitropolit Andrei Șaguna",,45.7140844,25.7795116,Prejmer,,0,,,1,,
node/9214436119,,"Mitropolit Andrei Șaguna",,45.714319,25.7790535,Prejmer,,0,,,1,,
node/9214436121,,Bisericii,,45.7130958,25.8068715,Prejmer,,0,,,1,,
node/9214436122,,Bisericii,,45.7129478,25.8073459,Prejmer,,0,,,1,,
node/9214436124,,"Rura Mare",,45.7132119,25.8153873,Prejmer,,0,,,1,,
node/9214436125,,"Acriș Intrare",,45.6454235,25.9992421,VamaBuzaului,,0,,,1,,
node/9214436126,,"Acriș Ieșire",,45.6454668,25.9994167,VamaBuzaului,,0,,,1,,
node/9214436129,,Acriș,,45.6408933,25.997403,VamaBuzaului,,0,,,1,,
node/9214436130,,Acriș,,45.6408424,25.9972098,VamaBuzaului,,0,,,1,,
node/9214436132,,"Rezervația de Zimbri",,45.6296089,25.9930149,VamaBuzaului,,0,,,1,,
node/9214436134,,"Rezervația de Zimbri",,45.6298228,25.9929526,VamaBuzaului,,0,,,1,,
node/9214436135,,"La Fabricuța",,45.6170674,25.9983904,VamaBuzaului,,0,,,1,,
node/9214436136,,"La Fabricuța",,45.6171235,25.99824,VamaBuzaului,,0,,,1,,
node/9214436138,,"Gura Buzaielului",,45.6104618,25.9967807,VamaBuzaului,,0,,,1,,
node/9214436140,,"Gura Buzaielului",,45.6106448,25.996666,VamaBuzaului,,0,,,1,,
node/9214436141,,"Complex Cultural",,45.6030902,25.9936747,VamaBuzaului,,0,,,1,,
node/9214436143,,"Complex Cultural",,45.6030737,25.9935144,VamaBuzaului,,0,,,1,,
node/9214436144,,"Primărie Vama Buzăului",,45.5955642,25.9920696,VamaBuzaului,,0,,,1,,
node/9214436145,,"Primărie Vama Buzăului",,45.5954609,25.9919135,VamaBuzaului,,0,,,1,,
node/9214436147,,"La Vlad",,45.5872692,25.9896662,VamaBuzaului,,0,,,1,,
node/9214436149,,"La Vlad",,45.5872676,25.9895329,VamaBuzaului,,0,,,1,,
node/9214436150,,"Pensiunea Alina",,45.5833918,25.9883642,VamaBuzaului,,0,,,1,,
node/9214436152,,"Pensiunea Alina",,45.5834914,25.9882284,VamaBuzaului,,0,,,1,,
node/9214436153,,"Vama de Sus",,45.5787729,25.9808636,VamaBuzaului,,0,,,1,,
node/9215921854,,"Valea cu Flori",,45.6537846,25.7529425,Tarlungeni,,0,,,1,,
node/9215921856,,"Valea cu Flori",,45.6539204,25.7532459,Tarlungeni,,0,,,1,,
node/9215921858,,"Intrare Cărpiniș",,45.6521484,25.7589204,Tarlungeni,,0,,,1,,
node/9215921860,,"Cărpiniș Ieșire spre Brașov",,45.6525531,25.7585442,Tarlungeni,,0,,,1,,
node/9215921862,,"Primăria Tărlungeni",,45.6484764,25.7639006,Tarlungeni,,0,,,1,,
node/9215921864,,"Primăria Tărlungeni",,45.6491733,25.7629873,Tarlungeni,,0,,,1,,
node/9215921866,,"Școala Tărlungeni",,45.6454024,25.7601408,Tarlungeni,,0,,,1,,
node/9215921867,,"Școala Tărlungeni",,45.6457847,25.7607926,Tarlungeni,,0,,,1,,
node/9215921868,,"Biserica Evanghelică",,45.6414775,25.7565751,Tarlungeni,,0,,,1,,
